ábaco	á.ba.co	[á].ba.co
apóstolos	a.pós.to.los	a.[pós].to.los
apóstrofes	a.pós.tro.fes	a.[pós].tro.fes
apóstrofo	a.pós.tro.fo	a.[pós].tro.fo
apoteótica	a.po.te.ó.ti.ca	a.po.te.[ó].ti.ca
apoteótico	a.po.te.ó.ti.co	a.po.te.[ó].ti.co
apreciadíssima	a.pre.ci.a.dí.ssi.ma	a.pre.ci.a.[dí].ssi.ma
apriorístico	a.prio.rís.ti.co	a.prio.[rís].ti.co
apriorísticos	a.prio.rís.ti.cos	a.prio.[rís].ti.cos
aquática	a.quá.ti.ca	a.[quá].ti.ca
aquáticas	a.quá.ti.cas	a.[quá].ti.cas
aquático	a.quá.ti.co	a.[quá].ti.co
aquáticos	a.quá.ti.cos	a.[quá].ti.cos
aqüíferas	a.qü.í.fe.ras	a.qü.[í].fe.ras
aqüífero	a.qü.í.fe.ro	a.qü.[í].fe.ro
aquíferos	a.quí.fe.ros	a.[quí].fe.ros
aqüíferos	a.qü.í.fe.ros	a.qü.[í].fe.ros
áquila	á.qui.la	[á].qui.la
árabe	á.ra.be	[á].ra.be
árabes	á.ra.bes	[á].ra.bes
arábica	a.rá.bi.ca	a.[rá].bi.ca
arábicos	a.rá.bi.cos	a.[rá].bi.cos
aracdônico	a.ra.cdô.ni.co	a.ra.[cdô].ni.co
araquidônico	a.ra.qui.dô.ni.co	a.ra.qui.[dô].ni.co
árbitro	ár.bi.tro	[ár].bi.tro
árbitros	ár.bi.tros	[ár].bi.tros
arborícolas	ar.bo.rí.co.las	ar.bo.[rí].co.las
arcádicos	ar.cá.di.cos	ar.[cá].di.cos
arcângelo	ar.cân.ge.lo	ar.[cân].ge.lo
argentíferas	ar.gen.tí.fe.ras	ar.gen.[tí].fe.ras
árida	á.ri.da	[á].ri.da
áridas	á.ri.das	[á].ri.das
árido	á.ri.do	[á].ri.do
áridos	á.ri.dos	[á].ri.dos
aristocrática	a.ris.to.crá.ti.ca	a.ris.to.[crá].ti.ca
aristocráticas	a.ris.to.crá.ti.cas	a.ris.to.[crá].ti.cas
aristocrático	a.ris.to.crá.ti.co	a.ris.to.[crá].ti.co
aristocráticos	a.ris.to.crá.ti.cos	a.ris.to.[crá].ti.cos
aristófanes	a.ris.tó.fa.nes	a.ris.[tó].fa.nes
aristóteles	a.ris.tó.te.les	a.ris.[tó].te.les
aristotélica	a.ris.to.té.li.ca	a.ris.to.[té].li.ca
aristotélicas	a.ris.to.té.li.cas	a.ris.to.[té].li.cas
aristotélico	a.ris.to.té.li.co	a.ris.to.[té].li.co
aristotélicos	a.ris.to.té.li.cos	a.ris.to.[té].li.cos
aritmética	a.rit.mé.ti.ca	a.rit.[mé].ti.ca
aritméticas	a.rit.mé.ti.cas	a.rit.[mé].ti.cas
aritmético	a.rit.mé.ti.co	a.rit.[mé].ti.co
aritméticos	a.rit.mé.ti.cos	a.rit.[mé].ti.cos
aromática	a.ro.má.ti.ca	a.ro.[má].ti.ca
aromáticas	a.ro.má.ti.cas	a.ro.[má].ti.cas
aromático	a.ro.má.ti.co	a.ro.[má].ti.co
aromáticos	a.ro.má.ti.cos	a.ro.[má].ti.cos
arqueóloga	ar.que.ó.lo.ga	ar.que.[ó].lo.ga
arqueológica	ar.que.o.ló.gi.ca	ar.que.o.[ló].gi.ca
arqueológicas	ar.que.o.ló.gi.cas	ar.que.o.[ló].gi.cas
arqueológico	ar.que.o.ló.gi.co	ar.que.o.[ló].gi.co
arqueológicos	ar.que.o.ló.gi.cos	ar.que.o.[ló].gi.cos
arqueólogo	ar.que.ó.lo.go	ar.que.[ó].lo.go
arqueólogos	ar.que.ó.lo.gos	ar.que.[ó].lo.gos
arquetípica	ar.que.tí.pi.ca	ar.que.[tí].pi.ca
arquetípico	ar.que.tí.pi.co	ar.que.[tí].pi.co
arquétipo	ar.qué.ti.po	ar.[qué].ti.po
arquétipos	ar.qué.ti.pos	ar.[qué].ti.pos
arquipélago	ar.qui.pé.la.go	ar.qui.[pé].la.go
arquipélagos	ar.qui.pé.la.gos	ar.qui.[pé].la.gos
arquitetônica	ar.qui.te.tô.ni.ca	ar.qui.te.[tô].ni.ca
arquitetônicas	ar.qui.te.tô.ni.cas	ar.qui.te.[tô].ni.cas
arquitetônico	ar.qui.te.tô.ni.co	ar.qui.te.[tô].ni.co
arquitetônicos	ar.qui.te.tô.ni.cos	ar.qui.te.[tô].ni.cos
arquivístico	ar.qui.vís.ti.co	ar.qui.[vís].ti.co
arriscadíssima	a.rris.ca.dí.ssi.ma	a.rris.ca.[dí].ssi.ma
arriscaríamos	a.rris.ca.rí.a.mos	a.rris.ca.[rí].a.mos
ártica	ár.ti.ca	[ár].ti.ca
árticas	ár.ti.cas	[ár].ti.cas
ártico	ár.ti.co	[ár].ti.co
árticos	ár.ti.cos	[ár].ti.cos
artículo	ar.tí.cu.lo	ar.[tí].cu.lo
artículos	ar.tí.cu.los	ar.[tí].cu.los
artífice	ar.tí.fi.ce	ar.[tí].fi.ce
artífices	ar.tí.fi.ces	ar.[tí].fi.ces
artística	ar.tís.ti.ca	ar.[tís].ti.ca
artísticas	ar.tís.ti.cas	ar.[tís].ti.cas
artístico	ar.tís.ti.co	ar.[tís].ti.co
artísticos	ar.tís.ti.cos	ar.[tís].ti.cos
artrópodes	ar.tró.po.des	ar.[tró].po.des
artrópodos	ar.tró.po.dos	ar.[tró].po.dos
árvore	ár.vo.re	[ár].vo.re
árvores	ár.vo.res	[ár].vo.res
arystóbulo	arystóbulo	[arystóbulo]
ascárides	as.cá.ri.des	as.[cá].ri.des
ascética	as.cé.ti.ca	as.[cé].ti.ca
ascético	as.cé.ti.co	as.[cé].ti.co
ascórbico	as.cór.bi.co	as.[cór].bi.co
asfáltica	as.fál.ti.ca	as.[fál].ti.ca
asfáltico	as.fál.ti.co	as.[fál].ti.co
asfálticos	as.fál.ti.cos	as.[fál].ti.cos
asiática	a.si.á.ti.ca	a.si.[á].ti.ca
asiáticas	a.si.á.ti.cas	a.si.[á].ti.cas
asiático	a.si.á.ti.co	a.si.[á].ti.co
asiáticos	a.si.á.ti.cos	a.si.[á].ti.cos
asmática	as.má.ti.ca	as.[má].ti.ca
asmáticas	as.má.ti.cas	as.[má].ti.cas
asmático	as.má.ti.co	as.[má].ti.co
asmáticos	as.má.ti.cos	as.[má].ti.cos
áspera	ás.pe.ra	[ás].pe.ra
ásperas	ás.pe.ras	[ás].pe.ras
áspero	ás.pe.ro	[ás].pe.ro
asséptica	a.ssép.ti.ca	a.[ssép].ti.ca
assépticas	a.ssép.ti.cas	a.[ssép].ti.cas
asséptico	a.ssép.ti.co	a.[ssép].ti.co
assilábica	a.ssi.lá.bi.ca	a.ssi.[lá].bi.ca
assilábico	a.ssi.lá.bi.co	a.ssi.[lá].bi.co
assimétrica	a.ssi.mé.tri.ca	a.ssi.[mé].tri.ca
assimétricas	a.ssi.mé.tri.cas	a.ssi.[mé].tri.cas
assimétrico	a.ssi.mé.tri.co	a.ssi.[mé].tri.co
assimétricos	a.ssi.mé.tri.cos	a.ssi.[mé].tri.cos
assíncronas	a.ssín.cro.nas	a.[ssín].cro.nas
assindética	a.ssin.dé.ti.ca	a.ssin.[dé].ti.ca
assintomática	a.ssin.to.má.ti.ca	a.ssin.to.[má].ti.ca
assintomático	a.ssin.to.má.ti.co	a.ssin.to.[má].ti.co
assintomáticos	a.ssin.to.má.ti.cos	a.ssin.to.[má].ti.cos
assíntota	a.ssín.to.ta	a.[ssín].to.ta
assintóticos	a.ssin.tó.ti.cos	a.ssin.[tó].ti.cos
assistemática	a.ssis.te.má.ti.ca	a.ssis.te.[má].ti.ca
assistêmica	a.ssis.tê.mi.ca	a.ssis.[tê].mi.ca
ásteres	ás.te.res	[ás].te.res
astrofísica	as.tro.fí.si.ca	as.tro.[fí].si.ca
astrofísicas	as.tro.fí.si.cas	as.tro.[fí].si.cas
astrofísico	as.tro.fí.si.co	as.tro.[fí].si.co
astrofísicos	as.tro.fí.si.cos	as.tro.[fí].si.cos
astrológico	as.tro.ló.gi.co	as.tro.[ló].gi.co
astrológicos	as.tro.ló.gi.cos	as.tro.[ló].gi.cos
astrólogo	as.tró.lo.go	as.[tró].lo.go
astrólogos	as.tró.lo.gos	as.[tró].lo.gos
astrônoma	as.trô.no.ma	as.[trô].no.ma
astronômica	as.tro.nô.mi.ca	as.tro.[nô].mi.ca
astronômicas	as.tro.nô.mi.cas	as.tro.[nô].mi.cas
astronômico	as.tro.nô.mi.co	as.tro.[nô].mi.co
astronômicos	as.tro.nô.mi.cos	as.tro.[nô].mi.cos
astrônomo	as.trô.no.mo	as.[trô].no.mo
astrônomos	as.trô.no.mos	as.[trô].no.mos
atático	a.tá.ti.co	a.[tá].ti.co
ateórico	a.te.ó.ri.co	a.te.[ó].ri.co
aterogênese	a.te.ro.gê.ne.se	a.te.ro.[gê].ne.se
aterogênicas	a.te.ro.gê.ni.cas	a.te.ro.[gê].ni.cas
aterosclerótico	a.te.ros.cle.ró.ti.co	a.te.ros.cle.[ró].ti.co
ática	á.ti.ca	[á].ti.ca
átimo	á.ti.mo	[á].ti.mo
atípica	a.tí.pi.ca	a.[tí].pi.ca
atípicas	a.tí.pi.cas	a.[tí].pi.cas
atípico	a.tí.pi.co	a.[tí].pi.co
atípicos	a.tí.pi.cos	a.[tí].pi.cos
atlântica	a.tlân.ti.ca	a.[tlân].ti.ca
atlânticas	a.tlân.ti.cas	a.[tlân].ti.cas
atlântico	a.tlân.ti.co	a.[tlân].ti.co
atlânticos	a.tlân.ti.cos	a.[tlân].ti.cos
atlântida	a.tlân.ti.da	a.[tlân].ti.da
atlética	a.tlé.ti.ca	a.[tlé].ti.ca
atléticas	a.tlé.ti.cas	a.[tlé].ti.cas
atlético	a.tlé.ti.co	a.[tlé].ti.co
atléticos	a.tlé.ti.cos	a.[tlé].ti.cos
atmosférica	a.t.mos.fé.ri.ca	a.t.mos.[fé].ri.ca
atmosféricas	a.t.mos.fé.ri.cas	a.t.mos.[fé].ri.cas
atmosférico	a.t.mos.fé.ri.co	a.t.mos.[fé].ri.co
atmosféricos	a.t.mos.fé.ri.cos	a.t.mos.[fé].ri.cos
atômica	a.tô.mi.ca	a.[tô].mi.ca
atômicas	a.tô.mi.cas	a.[tô].mi.cas
atômico	a.tô.mi.co	a.[tô].mi.co
atômicos	a.tô.mi.cos	a.[tô].mi.cos
atomístico	a.to.mís.ti.co	a.to.[mís].ti.co
átomo	á.to.mo	[á].to.mo
átomos	á.to.mos	[á].to.mos
átona	á.to.na	[á].to.na
átonas	á.to.nas	[á].to.nas
atônita	a.tô.ni.ta	a.[tô].ni.ta
atônito	a.tô.ni.to	a.[tô].ni.to
atônitos	a.tô.ni.tos	a.[tô].ni.tos
átono	á.to.no	[á].to.no
átonos	á.to.nos	[á].to.nos
atóxico	a.tó.xi.co	a.[tó].xi.co
atóxicos	a.tó.xi.cos	a.[tó].xi.cos
atrasadíssimo	a.tra.sa.dí.ssi.mo	a.tra.sa.[dí].ssi.mo
atraumático	a.trau.má.ti.co	a.trau.[má].ti.co
atreveríamos	a.tre.ve.rí.a.mos	a.tre.ve.[rí].a.mos
atribuiríamos	a.tri.bu.i.rí.a.mos	a.tri.bu.i.[rí].a.mos
atualíssima	a.tu.a.lí.ssi.ma	a.tu.a.[lí].ssi.ma
atualíssimo	a.tu.a.lí.ssi.mo	a.tu.a.[lí].ssi.mo
atuávamos	a.tu.á.va.mos	a.tu.[á].va.mos
audiológica	au.dio.ló.gi.ca	au.dio.[ló].gi.ca
audiológicas	au.dio.ló.gi.cas	au.dio.[ló].gi.cas
audiométrica	au.di.o.mé.tri.ca	au.di.o.[mé].tri.ca
audiométrico	au.di.o.mé.tri.co	au.di.o.[mé].tri.co
augústulo	au.gús.tu.lo	au.[gús].tu.lo
áulicos	áu.li.cos	[áu].li.cos
aumentássemos	au.men.tá.sse.mos	au.men.[tá].sse.mos
aurática	au.rá.ti.ca	au.[rá].ti.ca
aurático	au.rá.ti.co	au.[rá].ti.co
aurífera	au.rí.fe.ra	au.[rí].fe.ra
auríferas	au.rí.fe.ras	au.[rí].fe.ras
austregésilo	aus.tregésilo	aus.[tregésilo]
austríacas	aus.tríacas	aus.[tríacas]
austríacos	aus.tríacos	aus.[tríacos]
autárquica	au.tár.qui.ca	au.[tár].qui.ca
autêntica	au.tên.ti.ca	au.[tên].ti.ca
autênticas	au.tên.ti.cas	au.[tên].ti.cas
autêntico	au.tên.ti.co	au.[tên].ti.co
autênticos	au.tên.ti.cos	au.[tên].ti.cos
autobiográfica	au.to.bio.grá.fi.ca	au.to.bio.[grá].fi.ca
autobiográficas	au.to.bio.grá.fi.cas	au.to.bio.[grá].fi.cas
autobiográfico	au.to.bio.grá.fi.co	au.to.bio.[grá].fi.co
autobiográficos	au.to.bio.grá.fi.cos	au.to.bio.[grá].fi.cos
autocórica	au.to.có.ri.ca	au.to.[có].ri.ca
autocóricas	au.to.có.ri.cas	au.to.[có].ri.cas
autocrática	au.to.crá.ti.ca	au.to.[crá].ti.ca
autocrático	au.to.crá.ti.co	au.to.[crá].ti.co
autocráticos	au.to.crá.ti.cos	au.to.[crá].ti.cos
autocrítica	au.to.crí.ti.ca	au.to.[crí].ti.ca
autocríticas	au.to.crí.ti.cas	au.to.[crí].ti.cas
autóctone	au.tó.c.to.ne	au.[tó].c.to.ne
autóctones	au.tó.c.to.nes	au.[tó].c.to.nes
autódromo	au.tó.dro.mo	au.[tó].dro.mo
autógenos	au.tó.ge.nos	au.[tó].ge.nos
autógrafa	au.tó.gra.fa	au.[tó].gra.fa
autógrafo	au.tó.gra.fo	au.[tó].gra.fo
autógrafos	au.tó.gra.fos	au.[tó].gra.fos
autólogo	au.tó.lo.go	au.[tó].lo.go
automática	au.to.má.ti.ca	au.to.[má].ti.ca
automáticas	au.to.má.ti.cas	au.to.[má].ti.cas
automático	au.to.má.ti.co	au.to.[má].ti.co
automáticos	au.to.má.ti.cos	au.to.[má].ti.cos
autômato	au.tô.ma.to	au.[tô].ma.to
autômatos	au.tô.ma.tos	au.[tô].ma.tos
automobilística	au.to.mo.bi.lís.ti.ca	au.to.mo.bi.[lís].ti.ca
automobilísticas	au.to.mo.bi.lís.ti.cas	au.to.mo.bi.[lís].ti.cas
automobilístico	au.to.mo.bi.lís.ti.co	au.to.mo.bi.[lís].ti.co
autônoma	au.tô.no.ma	au.[tô].no.ma
autônomas	au.tô.no.mas	au.[tô].no.mas
autônomo	au.tô.no.mo	au.[tô].no.mo
autônomos	au.tô.no.mos	au.[tô].no.mos
autotélico	au.to.té.li.co	au.to.[té].li.co
autótipo	au.tó.ti.po	au.[tó].ti.po
autotróficas	au.to.tró.fi.cas	au.to.[tró].fi.cas
autotrófico	au.to.tró.fi.co	au.to.[tró].fi.co
autótrofo	au.tó.tro.fo	au.[tó].tro.fo
autótrofos	au.tó.tro.fos	au.[tó].tro.fos
auxotrófico	au.xo.tró.fi.co	au.xo.[tró].fi.co
auxotróficos	au.xo.tró.fi.cos	au.xo.[tró].fi.cos
ávaros	á.va.ros	[á].va.ros
avícola	a.ví.co.la	a.[ví].co.la
avícolas	a.ví.co.las	a.[ví].co.las
ávida	á.vi.da	[á].vi.da
ávidas	á.vi.das	[á].vi.das
ávido	á.vi.do	[á].vi.do
ávidos	á.vi.dos	[á].vi.dos
ávila	á.vi.la	[á].vi.la
axiológicos	a.xio.ló.gi.cos	a.xio.[ló].gi.cos
axiomática	a.xi.o.má.ti.ca	a.xi.o.[má].ti.ca
ayurvédicos	ayurvédicos	[ayurvédicos]
babélica	ba.bé.li.ca	ba.[bé].li.ca
babélico	ba.bé.li.co	ba.[bé].li.co
babilônica	ba.bi.lô.ni.ca	ba.bi.[lô].ni.ca
bacteriófago	ba.c.te.ri.ó.fa.go	ba.c.te.ri.[ó].fa.go
bacteriófagos	ba.c.te.ri.ó.fa.gos	ba.c.te.ri.[ó].fa.gos
bacteriológica	ba.c.te.rio.ló.gi.ca	ba.c.te.rio.[ló].gi.ca
bacteriológicas	ba.c.te.rio.ló.gi.cas	ba.c.te.rio.[ló].gi.cas
bacteriológico	ba.c.te.rio.ló.gi.co	ba.c.te.rio.[ló].gi.co
bacteriológicos	ba.c.te.rio.ló.gi.cos	ba.c.te.rio.[ló].gi.cos
bacteriostáticos	ba.c.te.rio.s.tá.ti.cos	ba.c.te.rio.s.[tá].ti.cos
báculo	bá.cu.lo	[bá].cu.lo
báculos	bá.cu.los	[bá].cu.los
bainítica	bain.ítica	bain.[ítica]
baixíssima	bai.xí.ssi.ma	bai.[xí].ssi.ma
baixíssimas	bai.xí.ssi.mas	bai.[xí].ssi.mas
baixíssimo	bai.xí.ssi.mo	bai.[xí].ssi.mo
baixíssimos	bai.xí.ssi.mos	bai.[xí].ssi.mos
balançaríamos	ba.lan.ça.rí.a.mos	ba.lan.ça.[rí].a.mos
balcânicos	bal.câ.ni.cos	bal.[câ].ni.cos
balísticos	ba.lís.ti.cos	ba.[lís].ti.cos
balsâmico	bal.sâ.mi.co	bal.[sâ].mi.co
bálsamo	bál.sa.mo	[bál].sa.mo
bálsamos	bál.sa.mos	[bál].sa.mos
báltico	bál.ti.co	[bál].ti.co
bárbara	bár.ba.ra	[bár].ba.ra
bárbaras	bár.ba.ras	[bár].ba.ras
bárbaro	bár.ba.ro	[bár].ba.ro
bárbaros	bár.ba.ros	[bár].ba.ros
barítono	ba.rí.to.no	ba.[rí].to.no
barômetro	ba.rô.me.tro	ba.[rô].me.tro
barômetros	ba.rô.me.tros	ba.[rô].me.tros
baropodômetro	ba.ro.po.dô.me.tro	ba.ro.po.[dô].me.tro
bártolo	bár.to.lo	[bár].to.lo
basálticas	ba.sál.ti.cas	ba.[sál].ti.cas
básica	bá.si.ca	[bá].si.ca
básicas	bá.si.cas	[bá].si.cas
básico	bá.si.co	[bá].si.co
básicos	bá.si.cos	[bá].si.cos
basílica	ba.sí.li.ca	ba.[sí].li.ca
basofílico	ba.so.fí.li.co	ba.so.[fí].li.co
batíamos	ba.tí.a.mos	ba.[tí].a.mos
batimétricas	ba.ti.mé.tri.cas	ba.ti.[mé].tri.cas
bêbada	bê.ba.da	[bê].ba.da
bêbado	bê.ba.do	[bê].ba.do
bêbados	bê.ba.dos	[bê].ba.dos
bécheres	bé.che.res	[bé].che.res
bélgica	bél.gi.ca	[bél].gi.ca
bélica	bé.li.ca	[bé].li.ca
bélicas	bé.li.cas	[bé].li.cas
bélico	bé.li.co	[bé].li.co
bélicos	bé.li.cos	[bé].li.cos
belíssima	be.lí.ssi.ma	be.[lí].ssi.ma
belíssimas	be.lí.ssi.mas	be.[lí].ssi.mas
belíssimo	be.lí.ssi.mo	be.[lí].ssi.mo
belíssimos	be.lí.ssi.mos	be.[lí].ssi.mos
benéfica	be.né.fi.ca	be.[né].fi.ca
benéficas	be.né.fi.cas	be.[né].fi.cas
benéfico	be.né.fi.co	be.[né].fi.co
benéficos	be.né.fi.cos	be.[né].fi.cos
benemérito	be.ne.mé.ri.to	be.ne.[mé].ri.to
benévola	be.né.vo.la	be.[né].vo.la
bentônica	ben.tô.ni.ca	ben.[tô].ni.ca
bentônicas	ben.tô.ni.cas	ben.[tô].ni.cas
bentônicos	ben.tô.ni.cos	ben.[tô].ni.cos
bentonítica	ben.to.ní.ti.ca	ben.to.[ní].ti.ca
béqueres	bé.qu.e.res	[bé].qu.e.res
bérgamo	bér.ga.mo	[bér].ga.mo
bestialógica	bes.ti.a.ló.gi.ca	bes.ti.a.[ló].gi.ca
bétula	bé.tu.la	[bé].tu.la
bíblica	bí.bli.ca	[bí].bli.ca
bíblicas	bí.bli.cas	[bí].bli.cas
bíblico	bí.bli.co	[bí].bli.co
bíblicos	bí.bli.cos	[bí].bli.cos
bibliófilo	bi.bli.ó.fi.lo	bi.bli.[ó].fi.lo
bibliófilos	bi.bli.ó.fi.los	bi.bli.[ó].fi.los
bibliográfica	bi.blio.grá.fi.ca	bi.blio.[grá].fi.ca
bibliográficas	bi.blio.grá.fi.cas	bi.blio.[grá].fi.cas
bibliográfico	bi.blio.grá.fi.co	bi.blio.[grá].fi.co
bibliográficos	bi.blio.grá.fi.cos	bi.blio.[grá].fi.cos
bibliomaníacos	bi.bli.o.ma.ní.a.cos	bi.bli.o.ma.[ní].a.cos
bibliométricos	bi.bli.o.mé.tri.cos	bi.bli.o.[mé].tri.cos
bicéfala	bi.cé.fa.la	bi.[cé].fa.la
bicíclica	bi.cí.cli.ca	bi.[cí].cli.ca
bicíclicos	bi.cí.cli.cos	bi.[cí].cli.cos
bicistrônico	bi.cis.trô.ni.co	bi.cis.[trô].ni.co
bicistrônicos	bi.cis.trô.ni.cos	bi.cis.[trô].ni.cos
bicúbico	bi.cú.bi.co	bi.[cú].bi.co
bifacéticas	bi.fa.cé.ti.cas	bi.fa.[cé].ti.cas
bifásica	bi.fá.si.ca	bi.[fá].si.ca
bifásico	bi.fá.si.co	bi.[fá].si.co
bífida	bí.fi.da	[bí].fi.da
bígamos	bí.ga.mos	[bí].ga.mos
bilionésima	bi.li.o.né.si.ma	bi.li.o.[né].si.ma
bilionésimo	bi.li.o.né.si.mo	bi.li.o.[né].si.mo
bilionésimos	bi.li.o.né.si.mos	bi.li.o.[né].si.mos
binóculo	bi.nó.cu.lo	bi.[nó].cu.lo
binóculos	bi.nó.cu.los	bi.[nó].cu.los
bioacústica	bi.o.a.cús.ti.ca	bi.o.a.[cús].ti.ca
bioarqueólogo	bi.o.ar.que.ó.lo.go	bi.o.ar.que.[ó].lo.go
biobibliográfico	bi.o.bi.blio.grá.fi.co	bi.o.bi.blio.[grá].fi.co
biocibernética	bi.o.ci.ber.né.ti.ca	bi.o.ci.ber.[né].ti.ca
bioenergética	bi.o.e.ner.gé.ti.ca	bi.o.e.ner.[gé].ti.ca
bioespecíficas	bi.o.es.pe.cí.fi.cas	bi.o.es.pe.[cí].fi.cas
bioespeleóloga	bi.o.es.pe.leó.lo.ga	bi.o.es.pe.[leó].lo.ga
bioética	bi.o.é.ti.ca	bi.o.[é].ti.ca
biofísica	bio.fí.si.ca	bio.[fí].si.ca
biofísicas	bio.fí.si.cas	bio.[fí].si.cas
biogenética	bio.ge.né.ti.ca	bio.ge.[né].ti.ca
biogeográfica	bio.geo.grá.fi.ca	bio.geo.[grá].fi.ca
biogeográficas	bio.geo.grá.fi.cas	bio.geo.[grá].fi.cas
biogeógrafos	bio.ge.ó.gra.fos	bio.ge.[ó].gra.fos
biogeoquímica	bio.geo.quí.mi.ca	bio.geo.[quí].mi.ca
biogeoquímicas	bio.geo.quí.mi.cas	bio.geo.[quí].mi.cas
biogeoquímicos	bio.geo.quí.mi.cos	bio.geo.[quí].mi.cos
biógrafa	bi.ó.gra.fa	bi.[ó].gra.fa
biográfica	bio.grá.fi.ca	bio.[grá].fi.ca
biográficas	bio.grá.fi.cas	bio.[grá].fi.cas
biográfico	bio.grá.fi.co	bio.[grá].fi.co
biográficos	bio.grá.fi.cos	bio.[grá].fi.cos
biógrafo	bi.ó.gra.fo	bi.[ó].gra.fo
biógrafos	bi.ó.gra.fos	bi.[ó].gra.fos
bioinformática	bi.o.in.for.má.ti.ca	bi.o.in.for.[má].ti.ca
bióloga	bi.ó.lo.ga	bi.[ó].lo.ga
biológica	bio.ló.gi.ca	bio.[ló].gi.ca
biológicas	bio.ló.gi.cas	bio.[ló].gi.cas
biológico	bio.ló.gi.co	bio.[ló].gi.co
biológicos	bio.ló.gi.cos	bio.[ló].gi.cos
biólogo	bi.ó.lo.go	bi.[ó].lo.go
biólogos	bi.ó.lo.gos	bi.[ó].lo.gos
biomecânica	bi.o.me.câ.ni.ca	bi.o.me.[câ].ni.ca
biomédica	bi.o.mé.di.ca	bi.o.[mé].di.ca
biomédicas	bi.o.mé.di.cas	bi.o.[mé].di.cas
biomédico	bi.o.mé.di.co	bi.o.[mé].di.co
biomédicos	bi.o.mé.di.cos	bi.o.[mé].di.cos
biomimética	bi.o.mi.mé.ti.ca	bi.o.mi.[mé].ti.ca
biomiméticos	bi.o.mi.mé.ti.cos	bi.o.mi.[mé].ti.cos
biomoléculas	bi.o.mo.lé.cu.las	bi.o.mo.[lé].cu.las
biônica	bi.ô.ni.ca	bi.[ô].ni.ca
biônico	bi.ô.ni.co	bi.[ô].ni.co
biônicos	bi.ô.ni.cos	bi.[ô].ni.cos
bionômica	bi.o.nô.mi.ca	bi.o.[nô].mi.ca
bionômicas	bi.o.nô.mi.cas	bi.o.[nô].mi.cas
bionômicos	bi.o.nô.mi.cos	bi.o.[nô].mi.cos
bioplástica	bio.plás.ti.ca	bio.[plás].ti.ca
bioplástico	bio.plás.ti.co	bio.[plás].ti.co
bioplásticos	bio.plás.ti.cos	bio.[plás].ti.cos
biopolímero	bio.po.lí.me.ro	bio.po.[lí].me.ro
biopolímeros	bio.po.lí.me.ros	bio.po.[lí].me.ros
bioquímica	bi.o.quí.mi.ca	bi.o.[quí].mi.ca
bioquímicas	bi.o.quí.mi.cas	bi.o.[quí].mi.cas
bioquímico	bi.o.quí.mi.co	bi.o.[quí].mi.co
bioquímicos	bi.o.quí.mi.cos	bi.o.[quí].mi.cos
biosintética	bi.o.sin.té.ti.ca	bi.o.sin.[té].ti.ca
biossíntese	bi.o.ssín.te.se	bi.o.[ssín].te.se
biossintética	bi.o.ssin.té.ti.ca	bi.o.ssin.[té].ti.ca
biossintéticas	bi.o.ssin.té.ti.cas	bi.o.ssin.[té].ti.cas
biotecnológica	bio.tec.no.ló.gi.ca	bio.tec.no.[ló].gi.ca
biotecnológicas	bio.tec.no.ló.gi.cas	bio.tec.no.[ló].gi.cas
biotecnológico	bio.tec.no.ló.gi.co	bio.tec.no.[ló].gi.co
biotecnológicos	bio.tec.no.ló.gi.cos	bio.tec.no.[ló].gi.cos
biótica	bi.ó.ti.ca	bi.[ó].ti.ca
bióticas	bi.ó.ti.cas	bi.[ó].ti.cas
biótico	bi.ó.ti.co	bi.[ó].ti.co
bióticos	bi.ó.ti.cos	bi.[ó].ti.cos
biótipos	bi.ó.ti.pos	bi.[ó].ti.pos
biótopos	bi.ó.to.pos	bi.[ó].to.pos
bípede	bí.pe.de	[bí].pe.de
bípedes	bí.pe.des	[bí].pe.des
biunívoca	biun.ívoca	biun.[ívoca]
bólidos	bó.li.dos	[bó].li.dos
bombástica	bom.bás.ti.ca	bom.[bás].ti.ca
bombásticas	bom.bás.ti.cas	bom.[bás].ti.cas
bombásticos	bom.bás.ti.cos	bom.[bás].ti.cos
bórico	bó.ri.co	[bó].ri.co
botânica	bo.tâ.ni.ca	bo.[tâ].ni.ca
botânicas	bo.tâ.ni.cas	bo.[tâ].ni.cas
botânico	bo.tâ.ni.co	bo.[tâ].ni.co
botânicos	bo.tâ.ni.cos	bo.[tâ].ni.cos
bráquetes	brá.que.tes	[brá].que.tes
braquiópode	bra.qu.i.ó.po.de	bra.qu.i.[ó].po.de
braquiópodes	bra.qu.i.ó.po.des	bra.qu.i.[ó].po.des
brasileiríssimo	bra.si.lei.rí.ssi.mo	bra.si.lei.[rí].ssi.mo
brasópolis	bra.só.po.lis	bra.[só].po.lis
brevíssima	bre.ví.ssi.ma	bre.[ví].ssi.ma
brevíssimo	bre.ví.ssi.mo	bre.[ví].ssi.mo
brevíssimos	bre.ví.ssi.mos	bre.[ví].ssi.mos
brígida	brí.gi.da	[brí].gi.da
britânica	bri.tâ.ni.ca	bri.[tâ].ni.ca
britânicas	bri.tâ.ni.cas	bri.[tâ].ni.cas
britânico	bri.tâ.ni.co	bri.[tâ].ni.co
britânicos	bri.tâ.ni.cos	bri.[tâ].ni.cos
brócoli	bró.co.li	[bró].co.li
brócolis	bró.co.lis	[bró].co.lis
bromatológica	bro.ma.to.ló.gi.ca	bro.ma.to.[ló].gi.ca
